Rot.No.	 yy  	mm    day   	  Date    	Julian date
   458  	1887 	12  26.7574 	1887.98564	2410632.25743
   459  	1888 	 1  23.0945 	1888.06037	2410659.59450
   460  	1888 	 2  19.4355 	1888.13507	2410686.93552
   461  	1888 	 3  17.7587 	1888.20972	2410714.25872
   462  	1888 	 4  14.0440 	1888.28427	2410741.54404
   463  	1888 	 5  11.2852 	1888.35870	2410768.78514
   464  	1888 	 6   7.4932 	1888.43304	2410795.99317
   465  	1888 	 7   4.6905 	1888.50735	2410823.19045
   466  	1888 	 7  31.9000 	1888.58169	2410850.40001
   467  	1888 	 8  28.1365 	1888.65611	2410877.63649
   468  	1888 	 9  24.4022 	1888.73061	2410904.90223
   469  	1888 	10  21.6908 	1888.80517	2410932.19082
   470  	1888 	11  17.9954 	1888.87977	2410959.49538
   471  	1888 	12  15.3142 	1888.95441	2410986.81420
   472  	1889 	 1  11.6466 	1889.02917	2411014.14661
   473  	1889 	 2   7.9885 	1889.10408	2411041.48853
   474  	1889 	 3   7.3214 	1889.17896	2411068.82144
   475  	1889 	 4   3.6233 	1889.25376	2411096.12328
   476  	1889 	 4  30.8813 	1889.32844	2411123.38127
   477  	1889 	 5  28.1000 	1889.40301	2411150.60002
   478  	1889 	 6  24.2987 	1889.47753	2411177.79865
   479  	1889 	 7  21.5011 	1889.55206	2411205.00115
   480  	1889 	 8  17.7262 	1889.62665	2411232.22624
   481  	1889 	 9  13.9811 	1889.70132	2411259.48106
   482  	1889 	10  11.2617 	1889.77606	2411286.76175
   483  	1889 	11   7.5606 	1889.85085	2411314.06056
   484  	1889 	12   4.8736 	1889.92568	2411341.37360
   485  	1890 	 1   1.2003 	1890.00055	2411368.70032
   486  	1890 	 1  28.5403 	1890.07545	2411396.04027
   487  	1890 	 2  24.8793 	1890.15035	2411423.37925
   488  	1890 	 3  24.1955 	1890.22519	2411450.69553
   489  	1890 	 4  20.4712 	1890.29992	2411477.97117
   490  	1890 	 5  17.7037 	1890.37453	2411505.20368
   491  	1890 	 6  13.9074 	1890.44906	2411532.40744
   492  	1890 	 7  11.1058 	1890.52358	2411559.60578
   493  	1890 	 8   7.3205 	1890.59814	2411586.82050
   494  	1890 	 9   3.5636 	1890.67278	2411614.06363
   495  	1890 	 9  30.8350 	1890.74749	2411641.33503
   496  	1890 	10  28.1274 	1890.82227	2411668.62744
   497  	1890 	11  24.4349 	1890.89708	2411695.93491
   498  	1890 	12  21.7568 	1890.97194	2411723.25679
   499  	1891 	 1  18.0918 	1891.04683	2411750.59183
   500  	1891 	 2  14.4336 	1891.12174	2411777.93359
   501  	1891 	 3  13.7616 	1891.19661	2411805.26157
   502  	1891 	 4  10.0546 	1891.27138	2411832.55458
   503  	1891 	 5   7.3032 	1891.34604	2411859.80323
   504  	1891 	 6   3.5158 	1891.42059	2411887.01581
   505  	1891 	 6  30.7134 	1891.49511	2411914.21337
   506  	1891 	 7  27.9195 	1891.56964	2411941.41951
   507  	1891 	 8  24.1508 	1891.64425	2411968.65079
   508  	1891 	 9  20.4116 	1891.71894	2411995.91164
   509  	1891 	10  17.6967 	1891.79369	2412023.19666
   510  	1891 	11  13.9985 	1891.86849	2412050.49848
   511  	1891 	12  11.3145 	1891.94333	2412077.81455
   512  	1892 	 1   7.6444 	1892.01815	2412105.14441
   513  	1892 	 2   3.9858 	1892.09286	2412132.48576
   514  	1892 	 3   2.3219 	1892.16755	2412159.82192
   515  	1892 	 3  29.6307 	1892.24216	2412187.13067
   516  	1892 	 4  25.8967 	1892.31666	2412214.39666
   517  	1892 	 5  23.1213 	1892.39104	2412241.62133
   518  	1892 	 6  19.3219 	1892.46536	2412268.82185
   519  	1892 	 7  16.5221 	1892.53968	2412296.02211
   520  	1892 	 8  12.7424 	1892.61405	2412296.02211
   521  	1892 	 9   8.9920 	1892.68850	2412350.49197
   522  	1892 	10   6.2686 	1892.76303	2412377.76861
   523  	1892 	11   2.5646 	1892.83761	2412405.06462
   524  	1892 	11  29.8752 	1892.91223	2412432.37515
   525  	1892 	12  27.2003 	1892.98689	2412459.70030
   526  	1893 	 1  23.5377 	1893.06175	2412487.03769
   527  	1893 	 2  19.8783 	1893.13665	2412514.37831
   528  	1893 	 3  19.2002 	1893.21151	2412541.70017
   529  	1893 	 4  15.4836 	1893.28626	2412568.98361
   530  	1893 	 5  12.7230 	1893.36089	2412596.22304
   531  	1893 	 6   8.9303 	1893.43543	2412623.43027
   532  	1893 	 7   6.1278 	1893.50994	2412650.62782
   533  	1893 	 8   2.3385 	1893.58449	2412677.83851
   534  	1893 	 8  29.5764 	1893.65911	2412705.07641
   535  	1893 	 9  25.8434 	1893.73382	2412732.34337
   536  	1893 	10  23.1327 	1893.80858	2412759.63270
   537  	1893 	11  19.4377 	1893.88339	2412786.93772
   538  	1893 	12  16.7563 	1893.95824	2412814.25693
   539  	1894 	 1  13.0897 	1894.03312	2412841.58968
   540  	1894 	 2   9.4314 	1894.10803	2412868.93145
   541  	1894 	 3   8.7634 	1894.18291	2412896.26336
   542  	1894 	 4   5.0635 	1894.25771	2412923.56353
   543  	1894 	 5   2.3198 	1894.33238	2412950.81978
   544  	1894 	 5  29.5374 	1894.40695	2412978.03744
   545  	1894 	 6  25.7360 	1894.48147	2413005.23600
   546  	1894 	 7  22.9394 	1894.55600	2413032.43936
   547  	1894 	 8  19.1658 	1894.63059	2413059.66579
   548  	1894 	 9  15.4219 	1894.70527	2413086.92186
   549  	1894 	10  12.7033 	1894.78001	2413114.20333
   550  	1894 	11   9.0026 	1894.85480	2413141.50257
   551  	1894 	12   6.3160 	1894.92963	2413141.50257
   552  	1895 	 1   2.6431 	1895.00450	2413196.14309
   553  	1895 	 1  29.9832 	1895.07941	2413223.48319
   554  	1895 	 2  26.3216 	1895.15431	2413250.82163
   555  	1895 	 3  25.6365 	1895.22914	2413278.13652
   556  	1895 	 4  21.9104 	1895.30386	2413305.41037
   557  	1895 	 5  19.1414 	1895.37847	2413332.64145
   558  	1895 	 6  15.3447 	1895.45300	2413359.84464
   559  	1895 	 7  12.5434 	1895.52752	2413387.04343
   560  	1895 	 8   8.7593 	1895.60208	2413414.25931
   561  	1895 	 9   5.0038 	1895.67672	2413441.50377
   562  	1895 	10   2.2762 	1895.75144	2413468.77624
   563  	1895 	10  29.5693 	1895.82622	2413496.06933
   564  	1895 	11  25.8773 	1895.90103	2413523.37733
   565  	1895 	12  23.1998 	1895.97589	2413550.69978
   566  	1896 	 1  19.5352 	1896.05064	2413578.03523
   567  	1896 	 2  15.8768 	1896.12535	2413605.37676
   568  	1896 	 3  14.2036 	1896.20001	2413632.70355
   569  	1896 	 4  10.4947 	1896.27458	2413659.99465
   570  	1896 	 5   7.7414 	1896.34902	2413687.24139
   571  	1896 	 6   3.9528 	1896.42337	2413714.45281
   572  	1896 	 7   1.1503 	1896.49768	2413741.65029
   573  	1896 	 7  28.3573 	1896.57201	2413768.85733
   574  	1896 	 8  24.5900 	1896.64642	2413796.09000
   575  	1896 	 9  20.8522 	1896.72091	2413823.35221
   576  	1896 	10  18.1382 	1896.79546	2413850.63823
   577  	1896 	11  14.4408 	1896.87006	2413877.94080
   578  	1896 	12  11.7575 	1896.94469	2413905.25751
   579  	1897 	 1   8.0879 	1897.01942	2413932.58792
   580  	1897 	 2   4.4293 	1897.09433	2413959.92932
   581  	1897 	 3   3.7646 	1897.16922	2413987.26457
   582  	1897 	 3  31.0715 	1897.24403	2414014.57152
   583  	1897 	 4  27.3355 	1897.31873	2414041.83545
   584  	1897 	 5  24.5586 	1897.39331	2414069.05862
   585  	1897 	 6  20.7587 	1897.46783	2414096.25868
   586  	1897 	 7  17.9596 	1897.54235	2414123.45957
   587  	1897 	 8  14.1812 	1897.61693	2414150.68117
   588  	1897 	 9  10.4322 	1897.69160	2414177.93223
   589  	1897 	10   7.7100 	1897.76633	2414205.21000
   590  	1897 	11   4.0067 	1897.84111	2414232.50674
   591  	1897 	12   1.3178 	1897.91594	2414259.81782
   592  	1897 	12  28.6435 	1897.99080	2414287.14348
   593  	1898 	 1  24.9811 	1898.06570	2414314.48110
   594  	1898 	 2  21.3212 	1898.14061	2414341.82120
   595  	1898 	 3  20.6416 	1898.21546	2414369.14163
   596  	1898 	 4  16.9231 	1898.29020	2414396.42314
   597  	1898 	 5  14.1609 	1898.36482	2414423.66087
   598  	1898 	 6  10.3673 	1898.43936	2414450.86726
   599  	1898 	 7   7.5651 	1898.51388	2414478.06506
   600  	1898 	 8   3.7768 	1898.58843	2414505.27681
   601  	1898 	 8  31.0161 	1898.66306	2414532.51609
   602  	1898 	 9  27.2842 	1898.73776	2414559.78420
   603  	1898 	10  24.5743 	1898.81253	2414559.78420
   604  	1898 	11  20.8799 	1898.88734	2414614.37991
   605  	1898 	12  18.1997 	1898.96219	2414641.69973
   606  	1899 	 1  14.5330 	1899.03708	2414669.03302
   607  	1899 	 2  10.8748 	1899.11199	2414696.37484
   608  	1899 	 3  10.2059 	1899.18687	2414723.70586
   609  	1899 	 4   6.5043 	1899.26166	2414751.00432
   610  	1899 	 5   3.7587 	1899.33633	2414778.25869
   611  	1899 	 5  30.9750 	1899.41089	2414805.47502
   612  	1899 	 6  27.1732 	1899.48541	2414832.67321
   613  	1899 	 7  24.3771 	1899.55994	2414859.87713
   614  	1899 	 8  20.6047 	1899.63453	2414887.10464
   615  	1899 	 9  16.8619 	1899.70921	2414914.36184
   616  	1899 	10  14.1442 	1899.78396	2414941.64419
   617  	1899 	11  10.4441 	1899.85875	2414968.94411
   618  	1899 	12   7.7583 	1899.93358	2414996.25825
   619  	1900 	 1   4.0862 	1900.00846	2415023.58616
   620  	1900 	 1  31.4267 	1900.08336	2415050.92672
   621  	1900 	 2  27.7648 	1900.15826	2415078.26476
   622  	1900 	 3  27.0782 	1900.23309	2415105.57823
   623  	1900 	 4  23.3502 	1900.30781	2415132.85014
   624  	1900 	 5  20.5795 	1900.38241	2415160.07954
   625  	1900 	 6  16.7819 	1900.45694	2415187.28191
   626  	1900 	 7  13.9809 	1900.53145	2415214.48089
   627  	1900 	 8  10.1977 	1900.60602	2415241.69772
   628  	1900 	 9   6.4434 	1900.68067	2415268.94340
   629  	1900 	10   3.7169 	1900.75539	2415296.21693
   630  	1900 	10  31.0108 	1900.83017	2415323.51080
   631  	1900 	11  27.3195 	1900.90498	2415350.81949
   632  	1900 	12  24.6427 	1900.97984	2415378.14267
   633  	1901 	 1  20.9787 	1901.05474	2415405.47867
   634  	1901 	 2  17.3201 	1901.12964	2415432.82006
   635  	1901 	 3  16.6457 	1901.20451	2415460.14571
   636  	1901 	 4  12.9349 	1901.27927	2415487.43493
   637  	1901 	 5  10.1798 	1901.35392	2415514.67983
   638  	1901 	 6   6.3901 	1901.42847	2415541.89013
   639  	1901 	 7   3.5875 	1901.50298	2415569.08755
   640  	1901 	 7  30.7954 	1901.57752	2415596.29541
   641  	1901 	 8  27.0293 	1901.65214	2415623.52934
   642  	1901 	 9  23.2927 	1901.72683	2415650.79270
   643  	1901 	10  20.5795 	1901.80159	2415678.07951
   644  	1901 	11  16.8827 	1901.87639	2415705.38265
   645  	1901 	12  14.1999 	1901.95123	2415732.69993
   646  	1902 	 1  10.5309 	1902.02611	2415760.03091
   647  	1902 	 2   6.8725 	1902.10102	2415787.37249
   648  	1902 	 3   6.2071 	1902.17591	2415814.70708
   649  	1902 	 4   2.5125 	1902.25072	2415842.01253
   650  	1902 	 4  29.7747 	1902.32541	2415869.27472
   651  	1902 	 5  26.9966 	1902.39999	2415896.49661
   652  	1902 	 6  23.1963 	1902.47451	2415923.69630
   653  	1902 	 7  20.3977 	1902.54903	2415950.89773
   654  	1902 	 8  16.6204 	1902.62362	2415978.12038
   655  	1902 	 9  12.8725 	1902.69828	2416005.37249
   656  	1902 	10  10.1510 	1902.77302	2416032.65097
   657  	1902 	11   6.4481 	1902.84780	2416059.94811
   658  	1902 	12   3.7596 	1902.92263	2416087.25962
   659  	1902 	12  31.0859 	1902.99750	2416114.58584
   660  	1903 	 1  27.4239 	1903.07239	2416141.92390
   661  	1903 	 2  23.7638 	1903.14730	2416169.26384
   662  	1903 	 3  23.0832 	1903.22215	2416196.58322
   663  	1903 	 4  19.3631 	1903.29689	2416223.86310
   664  	1903 	 5  16.5994 	1903.37151	2416251.09938
   665  	1903 	 6  12.8050 	1903.44604	2416278.30503
   666  	1903 	 7  10.0030 	1903.52056	2416305.50301
   667  	1903 	 8   6.2156 	1903.59511	2416332.71561
   668  	1903 	 9   2.4560 	1903.66974	2416359.95597
   669  	1903 	 9  29.7250 	1903.74445	2416387.22495
   670  	1903 	10  27.0156 	1903.81922	2416414.51560
   671  	1903 	11  23.3217 	1903.89403	2416441.82166
   672  	1903 	12  20.6421 	1903.96888	2416469.14208
   673  	1904 	 1  16.9760 	1904.04365	2416496.47596
   674  	1904 	 2  13.3179 	1904.11835	2416523.81787
   675  	1904 	 3  11.6481 	1904.19303	2416551.14808
   676  	1904 	 4   7.9449 	1904.26761	2416578.44493
   677  	1904 	 5   5.1975 	1904.34207	2416605.69755
   678  	1904 	 6   1.4127 	1904.41643	2416632.91269
   679  	1904 	 6  28.6107 	1904.49074	2416660.11065
   680  	1904 	 7  25.8153 	1904.56507	2416687.31524
   681  	1904 	 8  22.0439 	1904.63946	2416714.54392
   682  	1904 	 9  18.3023 	1904.71394	2416741.80227
   683  	1904 	10  15.5854 	1904.78848	2416769.08543
   684  	1904 	11  11.8859 	1904.86308	2416796.38589
   685  	1904 	12   9.2006 	1904.93771	2416823.70057
   686  	1905 	 1   5.5291 	1905.01241	2416851.02904
   687  	1905 	 2   1.8698 	1905.08731	2416878.36984
   688  	1905 	 3   1.2073 	1905.16221	2416905.70728
   689  	1905 	 3  28.5193 	1905.23704	2416933.01928
   690  	1905 	 4  24.7894 	1905.31175	2416960.28938
   691  	1905 	 5  22.0174 	1905.38635	2416987.51735
   692  	1905 	 6  18.2193 	1905.46087	2417014.71926
   693  	1905 	 7  15.4188 	1905.53539	2417041.91877
   694  	1905 	 8  11.6368 	1905.60996	2417069.13683
   695  	1905 	 9   7.8838 	1905.68461	2417096.38383
   696  	1905 	10   5.1583 	1905.75934	2417123.65831
   697  	1905 	11   1.4527 	1905.83412	2417150.95271
   698  	1905 	11  28.7618 	1905.90894	2417178.26176
   699  	1905 	12  26.0853 	1905.98380	2417205.58531
   700  	1906 	 1  22.4216 	1906.05869	2417232.92155
   701  	1906 	 2  18.7626 	1906.13360	2417260.26259
   702  	1906 	 3  18.0871 	1906.20846	2417287.58706
   703  	1906 	 4  14.3746 	1906.28322	2417314.87456
   704  	1906 	 5  11.6179 	1906.35786	2417342.11791
   705  	1906 	 6   7.8275 	1906.43240	2417369.32744
   706  	1906 	 7   5.0251 	1906.50692	2417396.52512
   707  	1906 	 8   1.2340 	1906.58146	2417396.52512
   708  	1906 	 8  28.4693 	1906.65608	2417450.96929
   709  	1906 	 9  24.7338 	1906.73078	2417478.23376
   710  	1906 	10  22.0212 	1906.80554	2417505.52123
   711  	1906 	11  18.3248 	1906.88034	2417532.82476
   712  	1906 	12  15.6425 	1906.95518	2417560.14247
   713  	1907 	 1  11.9739 	1907.03007	2417587.47388
   714  	1907 	 2   8.3155 	1907.10497	2417614.81550
   715  	1907 	 3   7.6493 	1907.17986	2417614.81550
   716  	1907 	 4   3.9532 	1907.25467	2417669.45321
   717  	1907 	 5   1.2136 	1907.32935	2417696.71362
   718  	1907 	 5  28.4342 	1907.40393	2417723.93424
   719  	1907 	 6  24.6336 	1907.47845	2417751.13360
   720  	1907 	 7  21.8356 	1907.55297	2417778.33562
   721  	1907 	 8  18.0594 	1907.62756	2417805.55943
   722  	1907 	 9  14.3128 	1907.70223	2417832.81274
   723  	1907 	10  11.5921 	1907.77696	2417860.09211
   724  	1907 	11   7.8899 	1907.85175	2417887.38986
   725  	1907 	12   5.2019 	1907.92658	2417914.70194
   726  	1908 	 1   1.5278 	1908.00144	2417942.02775
   727  	1908 	 1  28.8672 	1908.07614	2417969.36723
   728  	1908 	 2  25.2068 	1908.15084	2417996.70677
   729  	1908 	 3  23.5248 	1908.22548	2418024.02477
   730  	1908 	 4  19.8027 	1908.30001	2418051.30274
   731  	1908 	 5  17.0373 	1908.37442	2418078.53730
   732  	1908 	 6  13.2421 	1908.44875	2418105.74212
   733  	1908 	 7  10.4403 	1908.52306	2418132.94031
   734  	1908 	 8   6.6540 	1908.59742	2418160.15397
   735  	1908 	 9   2.8957 	1908.67185	2418187.39569
   736  	1908 	 9  30.1659 	1908.74635	2418214.66587
   737  	1908 	10  27.4574 	1908.82092	2418241.95738
   738  	1908 	11  23.7641 	1908.89553	2418269.26411
   739  	1908 	12  21.0852 	1908.97018	2418296.58517
   740  	1909 	 1  17.4195 	1909.04498	2418323.91951
   741  	1909 	 2  13.7612 	1909.11989	2418351.26124
   742  	1909 	 3  13.0903 	1909.19477	2418378.59025
   743  	1909 	 4   9.3852 	1909.26955	2418405.88516
   744  	1909 	 5   6.6358 	1909.34421	2418433.13580
   745  	1909 	 6   2.8497 	1909.41877	2418460.34969
   746  	1909 	 6  30.0475 	1909.49328	2418487.54750
   747  	1909 	 7  27.2530 	1909.56782	2418514.75294
   748  	1909 	 8  23.4830 	1909.64242	2418541.98302
   749  	1909 	 9  19.7427 	1909.71710	2418569.24273
   750  	1909 	10  17.0269 	1909.79185	2418596.52689
   751  	1909 	11  13.3281 	1909.86665	2418623.82806
   752  	1909 	12  10.6434 	1909.94149	2418651.14336
   753  	1910 	 1   6.9724 	1910.01636	2418678.47240
   754  	1910 	 2   3.3133 	1910.09127	2418705.81334
   755  	1910 	 3   2.6501 	1910.16616	2418733.15009
   756  	1910 	 3  29.9605 	1910.24099	2418760.46051
   757  	1910 	 4  26.2287 	1910.31569	2418787.72865
   758  	1910 	 5  23.4551 	1910.39029	2418814.95510
   759  	1910 	 6  19.6564 	1910.46481	2418842.15641
   760  	1910 	 7  16.8564 	1910.53933	2418869.35635
   761  	1910 	 8  13.0755 	1910.61391	2418896.57549
   762  	1910 	 9   9.3237 	1910.68856	2418923.82370
   763  	1910 	10   6.5992 	1910.76329	2418951.09914
   764  	1910 	11   2.8942 	1910.83807	2418978.39420
   765  	1910 	11  30.2038 	1910.91289	2419005.70383
   766  	1910 	12  27.5281 	1910.98775	2419033.02807
   767  	1911 	 1  23.8649 	1911.06264	2419060.36485
   768  	1911 	 2  20.2058 	1911.13755	2419087.70578
   769  	1911 	 3  19.5291 	1911.21241	2419115.02914
   770  	1911 	 4  15.8149 	1911.28716	2419142.31486
   771  	1911 	 5  13.0565 	1911.36180	2419169.55646
   772  	1911 	 6   9.2649 	1911.43634	2419196.76493
   773  	1911 	 7   6.4625 	1911.51086	2419196.76493
   774  	1911 	 8   2.6721 	1911.58540	2419251.17214
   775  	1911 	 8  29.9085 	1911.66002	2419278.40852
   776  	1911 	 9  26.1740 	1911.73472	2419305.67403
   777  	1911 	10  23.4623 	1911.80949	2419332.96230
   778  	1911 	11  19.7665 	1911.88429	2419360.26653
   779  	1911 	12  17.0850 	1911.95914	2419387.58505
   780  	1912 	 1  13.4173 	1912.03393	2419414.91725
   781  	1912 	 2   9.7592 	1912.10863	2419442.25914
   782  	1912 	 3   8.0923 	1912.18331	2419469.59226
   783  	1912 	 4   4.3945 	1912.25791	2419496.89448
   784  	1912 	 5   1.6529 	1912.33238	2419524.15289
   785  	1912 	 5  28.8720 	1912.40675	2419551.37197
   786  	1912 	 6  25.0707 	1912.48107	2419578.57073
   787  	1912 	 7  22.2731 	1912.55539	2419605.77314
   788  	1912 	 8  18.4980 	1912.62978	2419632.99796
   789  	1912 	 9  14.7525 	1912.70424	2419660.25245
   790  	1912 	10  12.0328 	1912.77878	2419687.53279
   791  	1912 	11   8.3313 	1912.85336	2419714.83133
   792  	1912 	12   5.6442 	1912.92799	2419742.14419
   793  	1913 	 1   1.9708 	1913.00266	2419769.47082
   794  	1913 	 1  29.3108 	1913.07756	2419796.81081
   795  	1913 	 2  25.6500 	1913.15247	2419824.15001
   796  	1913 	 3  24.9667 	1913.22731	2419851.46666
   797  	1913 	 4  21.2427 	1913.30203	2419878.74270
   798  	1913 	 5  18.4756 	1913.37665	2419905.97557
   799  	1913 	 6  14.6795 	1913.45118	2419933.17953
   800  	1913 	 7  11.8779 	1913.52569	2419960.37788
   801  	1913 	 8   8.0925 	1913.60025	2419987.59248
   802  	1913 	 9   4.3354 	1913.67489	2420014.83538
   803  	1913 	10   1.6066 	1913.74961	2420042.10655
   804  	1913 	10  28.8987 	1913.82438	2420069.39873
   805  	1913 	11  25.2060 	1913.89919	2420096.70598
   806  	1913 	12  22.5277 	1913.97405	2420124.02766
   807  	1914 	 1  18.8625 	1914.04894	2420151.36253
   808  	1914 	 2  15.2042 	1914.12385	2420178.70424
   809  	1914 	 3  14.5323 	1914.19872	2420206.03235
   810  	1914 	 4  10.8256 	1914.27349	2420233.32563
   811  	1914 	 5   8.0746 	1914.34815	2420260.57458
   812  	1914 	 6   4.2874 	1914.42271	2420287.78742
   813  	1914 	 7   1.4851 	1914.49722	2420314.98514
   814  	1914 	 7  28.6913 	1914.57176	2420342.19130
   815  	1914 	 8  24.9225 	1914.64636	2420369.42248
   816  	1914 	 9  21.1832 	1914.72105	2420396.68317
   817  	1914 	10  18.4680 	1914.79580	2420423.96797
   818  	1914 	11  14.7696 	1914.87060	2420451.26959
   819  	1914 	12  12.0854 	1914.94544	2420478.58543
   820  	1915 	 1   8.4151 	1915.02032	2420505.91513
   821  	1915 	 2   4.7564 	1915.09522	2420533.25644
   822  	1915 	 3   4.0928 	1915.17012	2420560.59275
   823  	1915 	 3  31.4019 	1915.24494	2420587.90186
   824  	1915 	 4  27.6683 	1915.31964	2420615.16830
   825  	1915 	 5  24.8934 	1915.39423	2420642.39337
   826  	1915 	 6  21.0941 	1915.46875	2420669.59410
   827  	1915 	 7  18.2944 	1915.54327	2420696.79434
   828  	1915 	 8  14.5144 	1915.61785	2420724.01437
   829  	1915 	 9  10.7636 	1915.69250	2420751.26360
   830  	1915 	10   8.0398 	1915.76723	2420778.53981
   831  	1915 	11   4.3354 	1915.84201	2420805.83541
   832  	1915 	12   1.6456 	1915.91684	2420833.14561
   833  	1915 	12  28.9706 	1915.99170	2420860.47056
   834  	1916 	 1  25.3079 	1916.06642	2420887.80792
   835  	1916 	 2  21.6488 	1916.14112	2420915.14875
   836  	1916 	 3  19.9711 	1916.21577	2420942.47106
   837  	1916 	 4  16.2551 	1916.29031	2420969.75507
   838  	1916 	 5  13.4950 	1916.36474	2420996.99499
   839  	1916 	 6   9.7025 	1916.43908	2421024.20251
   840  	1916 	 7   6.9001 	1916.51339	2421051.40012
   841  	1916 	 8   3.1106 	1916.58773	2421078.61061
   842  	1916 	 8  30.3482 	1916.66215	2421105.84819
   843  	1916 	 9  26.6148 	1916.73665	2421133.11477
   844  	1916 	10  23.9038 	1916.81121	2421160.40377
   845  	1916 	11  20.2086 	1916.88582	2421187.70855
   846  	1916 	12  17.5276 	1916.96046	2421215.02764
   847  	1917 	 1  13.8604 	1917.03523	2421242.36035
   848  	1917 	 2  10.2023 	1917.11014	2421269.70225
   849  	1917 	 3   9.5344 	1917.18503	2421297.03443
   850  	1917 	 4   5.8350 	1917.25982	2421324.33495
   851  	1917 	 5   3.0915 	1917.33450	2421351.59152
   852  	1917 	 5  30.3094 	1917.40907	2421378.80935
   853  	1917 	 6  26.5079 	1917.48358	2421406.00791
   854  	1917 	 7  23.7111 	1917.55811	2421433.21109
   855  	1917 	 8  19.9372 	1917.63270	2421460.43725
   856  	1917 	 9  16.1930 	1917.70738	2421487.69302
   857  	1917 	10  13.4743 	1917.78212	2421514.97427
   858  	1917 	11   9.7734 	1917.85691	2421542.27336
   859  	1917 	12   7.0867 	1917.93174	2421569.58668
   860  	1918 	 1   3.4138 	1918.00661	2421596.91377
   861  	1918 	 1  30.7539 	1918.08152	2421624.25395
   862  	1918 	 2  27.0926 	1918.15642	2421651.59257
   863  	1918 	 3  26.4078 	1918.23125	2421678.90780
   864  	1918 	 4  22.6820 	1918.30598	2421706.18204
   865  	1918 	 5  19.9134 	1918.38058	2421733.41345
   866  	1918 	 6  16.1168 	1918.45511	2421760.61683
   867  	1918 	 7  13.3156 	1918.52963	2421787.81562
   868  	1918 	 8   9.5313 	1918.60420	2421815.03134
   869  	1918 	 9   5.7755 	1918.67884	2421842.27552
   870  	1918 	10   3.0477 	1918.75356	2421869.54766
   871  	1918 	10  30.3404 	1918.82833	2421896.84042
   872  	1918 	11  26.6481 	1918.90315	2421924.14810
   873  	1918 	12  23.9703 	1918.97800	2421951.47028
   874  	1919 	 1  20.3056 	1919.05289	2421978.80557
   875  	1919 	 2  16.6471 	1919.12780	2422006.14714
   876  	1919 	 3  15.9742 	1919.20267	2422033.47421
   877  	1919 	 4  12.2658 	1919.27744	2422060.76576
   878  	1919 	 5   9.5130 	1919.35209	2422088.01300
   879  	1919 	 6   5.7248 	1919.42664	2422115.22479
   880  	1919 	 7   2.9225 	1919.50116	2422142.42244
   881  	1919 	 7  30.1294 	1919.57570	2422169.62943
   882  	1919 	 8  26.3619 	1919.65031	2422196.86186
   883  	1919 	 9  22.6238 	1919.72500	2422224.12375
   884  	1919 	10  19.9094 	1919.79975	2422251.40943
   885  	1919 	11  16.2117 	1919.87455	2422278.71170
   886  	1919 	12  13.5282 	1919.94939	2422306.02819
   887  	1920 	 1   9.8585 	1920.02420	2422333.35852
   888  	1920 	 2   6.2000 	1920.09891	2422333.35852
   889  	1920 	 3   4.5356 	1920.17359	2422388.03556
   890  	1920 	 3  31.8430 	1920.24820	2422415.34294
   891  	1920 	 4  28.1073 	1920.32270	2422442.60731
   892  	1920 	 5  25.3308 	1920.39708	2422469.83076
   893  	1920 	 6  21.5309 	1920.47140	2422497.03088
   894  	1920 	 7  18.7316 	1920.54571	2422524.23157
   895  	1920 	 8  14.9528 	1920.62009	2422551.45280
   896  	1920 	 9  11.2034 	1920.69454	2422578.70345
   897  	1920 	10   8.4808 	1920.76907	2422605.98084
   898  	1920 	11   4.7773 	1920.84365	2422633.27733
   899  	1920 	12   2.0883 	1920.91827	2422660.58829
   900  	1920 	12  29.4140 	1920.99293	2422687.91395
   901  	1921 	 1  25.7517 	1921.06781	2422715.25169
   902  	1921 	 2  22.0921 	1921.14272	2422742.59208
   903  	1921 	 3  21.4129 	1921.21757	2422769.91293
   904  	1921 	 4  17.6948 	1921.29231	2422797.19484
   905  	1921 	 5  14.9329 	1921.36694	2422824.43288
   906  	1921 	 6  11.1394 	1921.44148	2422851.63941
   907  	1921 	 7   8.3372 	1921.51599	2422878.83715
   908  	1921 	 8   4.5487 	1921.59054	2422906.04868
   909  	1921 	 8  31.7877 	1921.66517	2422933.28770
   910  	1921 	 9  28.0556 	1921.73988	2422933.28770
   911  	1921 	10  25.3455 	1921.81465	2422987.84546
   912  	1921 	11  21.6509 	1921.88945	2423015.15090
   913  	1921 	12  18.9706 	1921.96430	2423042.47063
   914  	1922 	 1  15.3038 	1922.03919	2423069.80382
   915  	1922 	 2  11.6456 	1922.11410	2423097.14564
   916  	1922 	 3  10.9768 	1922.18898	2423124.47679
   917  	1922 	 4   7.2755 	1922.26377	2423151.77549
   918  	1922 	 5   4.5301 	1922.33844	2423179.03012
   919  	1922 	 5  31.7466 	1922.41300	2423206.24664
   920  	1922 	 6  27.9449 	1922.48752	2423233.44491
   921  	1922 	 7  25.1488 	1922.56205	2423260.64877
   922  	1922 	 8  21.3762 	1922.63665	2423287.87617
   923  	1922 	 9  17.6332 	1922.71132	2423315.13321
   924  	1922 	10  14.9154 	1922.78607	2423342.41541
   925  	1922 	11  11.2152 	1922.86086	2423369.71520
   926  	1922 	12   8.5292 	1922.93570	2423397.02920
